gene_name,BP,CC,MF
STAR,"['GO:0006704', 'GO:0042127', 'GO:0007168', 'GO:0006694', 'GO:0035556', 'GO:0050810', 'GO:0070859', 'GO:0009636', 'GO:0008203', 'GO:0006182', 'GO:0032367']","['GO:0005759', 'GO:0005758', 'GO:0005739', 'GO:0005789', 'GO:0005741', 'GO:0005886']","['GO:0004672', 'GO:0005524', 'GO:0015643', 'GO:0120020', 'GO:0015485', 'GO:0001653', 'GO:0004383', 'GO:0005525']"
STARD13,"['GO:0043542', 'GO:0030036', 'GO:0090051', 'GO:0007165', 'GO:0097498', 'GO:0035023', 'GO:0051056', 'GO:1903671']","['GO:0005811', 'GO:0031966', 'GO:0005829']","['GO:0008289', 'GO:0005096']"
STARD4,"['GO:0010879', 'GO:0070859', 'GO:0090205', 'GO:0070508', 'GO:0032367']","['GO:0005737', 'GO:0005829', 'GO:0031410', 'GO:0005783']","['GO:0120020', 'GO:0015485']"
STAT3,"['GO:0032733', 'GO:0032870', 'GO:0042127', 'GO:0042789', 'GO:0045471', 'GO:0050804', 'GO:0033210', 'GO:0060396', 'GO:0045648', 'GO:1900037', 'GO:0006357', 'GO:0046902', 'GO:0007165', 'GO:0043434', 'GO:0060221', 'GO:0001666', 'GO:0010730', 'GO:0043491', 'GO:0045766', 'GO:0000122', 'GO:2001171', 'GO:0045820', 'GO:0010628', 'GO:1902895', 'GO:0072540', 'GO:0002931', 'GO:0106015', 'GO:0140105', 'GO:1905564', 'GO:0035723', 'GO:0097696', 'GO:0038113', 'GO:0007179', 'GO:0038110', 'GO:0097398', 'GO:0010575', 'GO:0072538', 'GO:0040014', 'GO:2000635', 'GO:0010629', 'GO:0044320', 'GO:0043124', 'GO:0001659', 'GO:0032757', 'GO:0038154', 'GO:0048708', 'GO:2000737', 'GO:0042593', 'GO:0006952', 'GO:1900016', 'GO:0030335', 'GO:0090091', 'GO:0007399', 'GO:0010507', 'GO:1900017', 'GO:0008283', 'GO:0070102', 'GO:0019221', 'GO:0032760', 'GO:0006355', 'GO:0038155', 'GO:1902728', 'GO:0030522', 'GO:0060397', 'GO:0006953', 'GO:0042755', 'GO:0043123', 'GO:0006954', 'GO:0060259', 'GO:0032355', 'GO:0006606', 'GO:0035019', 'GO:0007259', 'GO:0051726', 'GO:0044321', 'GO:0045893', 'GO:0097009', 'GO:0099527', 'GO:0050729', 'GO:0030154', 'GO:0050766', 'GO:2001223', 'GO:0001754', 'GO:0032755', 'GO:0032731', 'GO:0008285', 'GO:0045944', 'GO:0060019', 'GO:0045747']","['GO:0005667', 'GO:0005886', 'GO:0090575', 'GO:0000785', 'GO:0005634', 'GO:0014069', 'GO:0005743', 'GO:0098978', 'GO:0005829', 'GO:0005737', 'GO:0005654', 'GO:0098685']","['GO:0003723', 'GO:0005102', 'GO:0042803', 'GO:0019901', 'GO:0004879', 'GO:0035259', 'GO:0061629', 'GO:0106222', 'GO:0000981', 'GO:0046983', 'GO:0140610', 'GO:0035591', 'GO:0001228', 'GO:0003677', 'GO:0140297', 'GO:0070878', 'GO:0042802', 'GO:0003700', 'GO:0019903', 'GO:0140311', 'GO:0031730', 'GO:0000976', 'GO:0031490', 'GO:0000978']"
STC1,"['GO:0003421', 'GO:0010596', 'GO:0001886', 'GO:0090280', 'GO:0071456', 'GO:0060348', 'GO:0046697', 'GO:0007566', 'GO:0030336', 'GO:0033280', 'GO:0006874', 'GO:0051926', 'GO:0086004', 'GO:0001503', 'GO:0071385', 'GO:0035988', 'GO:0044070', 'GO:1903403', 'GO:0071320']","['GO:0005737', 'GO:0005634', 'GO:0016324']","['GO:0042802', 'GO:0005179']"
STIP1,['GO:0098761'],"['GO:0032991', 'GO:0101031', 'GO:0120293', 'GO:0005794', 'GO:0005829', 'GO:0005634']","['GO:0051879', 'GO:0003723']"
STK11,"['GO:0007283', 'GO:0010212', 'GO:1901610', 'GO:0001894', 'GO:0001558', 'GO:0097484', 'GO:0010508', 'GO:0072332', 'GO:0051896', 'GO:0045059', 'GO:0090090', 'GO:0007409', 'GO:0070314', 'GO:0043276', 'GO:0030010', 'GO:1904262', 'GO:0050772', 'GO:0006974', 'GO:1901796', 'GO:0120163', 'GO:0018107', 'GO:0048814', 'GO:0042593', 'GO:0007165', 'GO:0006470', 'GO:0032147', 'GO:0008285', 'GO:0051645', 'GO:0030308', 'GO:1900182', 'GO:0046777', 'GO:0030511', 'GO:0006468', 'GO:0050852', 'GO:0006914', 'GO:0071493', 'GO:0060770', 'GO:0051726', 'GO:0030111', 'GO:0034504', 'GO:0001944']","['GO:0005813', 'GO:0005929', 'GO:1902554', 'GO:0005829', 'GO:0070062', 'GO:0005737', 'GO:0140535', 'GO:0005634', 'GO:0005739', 'GO:0016020', 'GO:0005654']","['GO:0106310', 'GO:0005524', 'GO:0030275', 'GO:0030295', 'GO:0004674', 'GO:0000287', 'GO:0002039']"
STS,"['GO:0007565', 'GO:0006706', 'GO:0008544']","['GO:0005768', 'GO:0005789', 'GO:0005794', 'GO:0043231', 'GO:0005886', 'GO:0005764', 'GO:0016020', 'GO:0005788', 'GO:0005783']","['GO:0046872', 'GO:0008484', 'GO:0004773', 'GO:0004065']"
SYVN1,"['GO:0050821', 'GO:0043161', 'GO:0030970', 'GO:1902236', 'GO:0070936', 'GO:0016567', 'GO:0036503', 'GO:0006511', 'GO:1904380', 'GO:0002327']","['GO:0000839', 'GO:0044322', 'GO:0005790', 'GO:0012505', 'GO:0005789', 'GO:0016020', 'GO:0000836', 'GO:0005654', 'GO:0036513', 'GO:0005783']","['GO:0008270', 'GO:0051082', 'GO:0061630', 'GO:0140297', 'GO:1990381', 'GO:0051117', 'GO:0051087']"
TBL1X,"['GO:0043161', 'GO:0006357', 'GO:0007605', 'GO:0045944', 'GO:0090263', 'GO:0000122', 'GO:0050821', 'GO:0006508', 'GO:0045893']","['GO:0005654', 'GO:0000118', 'GO:0017053', 'GO:0005634', 'GO:0072686']","['GO:0042802', 'GO:0042393', 'GO:0003714', 'GO:0000976']"
TBL1XR1,"['GO:0002021', 'GO:0035264', 'GO:0050872', 'GO:0060613', 'GO:0090263', 'GO:0043161', 'GO:0016042', 'GO:0006325', 'GO:0006357', 'GO:0045944', 'GO:0000122', 'GO:0090207', 'GO:0045893']","['GO:0072686', 'GO:0017053', 'GO:0005634', 'GO:0005654', 'GO:0000118']","['GO:0042393', 'GO:0000976', 'GO:0003714', 'GO:0008013']"
TBP,"['GO:0060261', 'GO:0007283', 'GO:0042789', 'GO:0006366', 'GO:0006367', 'GO:0051123', 'GO:0006352', 'GO:0006383']","['GO:0032991', 'GO:0001673', 'GO:0001939', 'GO:0005829', 'GO:0005668', 'GO:0000785', 'GO:0005634', 'GO:0001940', 'GO:0005672', 'GO:0005654', 'GO:0000791', 'GO:0005669']","['GO:0000976', 'GO:0001046', 'GO:0001091', 'GO:0000995', 'GO:0019899', 'GO:0140297', 'GO:0000979', 'GO:0001093', 'GO:0016251', 'GO:0001164', 'GO:0000978', 'GO:0017162']"
TCEB2,"['GO:0032436', 'GO:0006368', 'GO:0016567', 'GO:0140627', 'GO:0065003', 'GO:0140958', 'GO:0006367']","['GO:0005654', 'GO:0070449', 'GO:0031466', 'GO:0031462', 'GO:0030891', 'GO:0005829']","['GO:0031625', 'GO:0001222']"
TCF3,"['GO:2000045', 'GO:0030890', 'GO:0006355', 'GO:0030183', 'GO:0006325', 'GO:0006357', 'GO:0033152', 'GO:0002326', 'GO:0045944', 'GO:0000122', 'GO:0045787', 'GO:0007399', 'GO:0030111', 'GO:0045666', 'GO:0060070', 'GO:0045893']","['GO:0032991', 'GO:0090575', 'GO:0005829', 'GO:0005667', 'GO:0000785', 'GO:0005737', 'GO:0005634', 'GO:0005654', 'GO:1990907', 'GO:0000791']","['GO:0046982', 'GO:0070644', 'GO:0031435', 'GO:0042803', 'GO:1990837', 'GO:0000987', 'GO:0001228', 'GO:0061629', 'GO:0043425', 'GO:0003677', 'GO:0140297', 'GO:0000981', 'GO:0070888', 'GO:0000978', 'GO:0001227', 'GO:0003700']"
TCTN3,"['GO:0043065', 'GO:0060271', 'GO:0006915', 'GO:0007224']","['GO:0005634', 'GO:0060170']",[]
TERT,"['GO:0001172', 'GO:1904751', 'GO:0046686', 'GO:0071456', 'GO:0006278', 'GO:0042635', 'GO:0043524', 'GO:0000722', 'GO:0071897', 'GO:0022616', 'GO:2000648', 'GO:2000773', 'GO:0007507', 'GO:0007005', 'GO:1900087', 'GO:0140745', 'GO:1903620', 'GO:0000723', 'GO:2001240', 'GO:0045766', 'GO:0006606', 'GO:2000352', 'GO:1904754', 'GO:0030422', 'GO:0046326', 'GO:0007004', 'GO:0070200', 'GO:1904707', 'GO:1902895', 'GO:0090399', 'GO:0030177', 'GO:0031647']","['GO:0000333', 'GO:0000783', 'GO:0005829', 'GO:0000781', 'GO:0016605', 'GO:0031379', 'GO:0005634', 'GO:0042645', 'GO:0016607', 'GO:0005886', 'GO:0005730', 'GO:0005697', 'GO:0005654', 'GO:1990572']","['GO:0001223', 'GO:0000049', 'GO:0098680', 'GO:0042162', 'GO:0042803', 'GO:0003720', 'GO:0003723', 'GO:0003677', 'GO:0003968', 'GO:0003964', 'GO:0042802', 'GO:0046872', 'GO:0070034', 'GO:0051087']"
TGOLN2,[],"['GO:0005654', 'GO:0005768', 'GO:0005802', 'GO:0005794', 'GO:0030669', 'GO:0030133', 'GO:0005886', 'GO:0005788', 'GO:0030140']",[]
TGS1,"['GO:0000387', 'GO:0022613', 'GO:0036261']","['GO:0005654', 'GO:0015030', 'GO:0005737', 'GO:0030532', 'GO:0005829', 'GO:0005634', 'GO:0005730']","['GO:0008173', 'GO:0071164']"
THRSP,"['GO:0006629', 'GO:0009617', 'GO:0046890', 'GO:0010866']","['GO:0005654', 'GO:0005829']","['GO:0042802', 'GO:0140678', 'GO:0042803']"
TM7SF2,"['GO:0006695', 'GO:0033490']","['GO:0005637', 'GO:0043235', 'GO:0005789', 'GO:0005886', 'GO:0005783']","['GO:0050613', 'GO:0050661']"
TMEM173,"['GO:0002221', 'GO:0045087', 'GO:0032728', 'GO:0050727', 'GO:0051607', 'GO:0140374', 'GO:0070972', 'GO:0071360', 'GO:0032481', 'GO:0140896', 'GO:0016239', 'GO:0060340', 'GO:0045944', 'GO:0061709', 'GO:0002218', 'GO:0002230', 'GO:0035458', 'GO:0002753', 'GO:0051259', 'GO:0000045']","['GO:0005768', 'GO:0005929', 'GO:0000421', 'GO:0030667', 'GO:1902554', 'GO:0005829', 'GO:0036064', 'GO:0030659', 'GO:0005789', 'GO:0033116', 'GO:0005741', 'GO:0000139', 'GO:0005886', 'GO:0005777', 'GO:0048471', 'GO:0005654', 'GO:0005776']","['GO:0031625', 'GO:0035438', 'GO:0042803', 'GO:0035591', 'GO:0019901', 'GO:0061629', 'GO:0015252', 'GO:0061507', 'GO:0003713', 'GO:0120283', 'GO:0042802']"
TMEM180,[],['GO:0005886'],[]
TMEM241,"['GO:1990570', 'GO:1990569']",['GO:0005794'],"['GO:0005458', 'GO:0015297', 'GO:0005462']"
TMEM30A,"['GO:0036010', 'GO:0006855', 'GO:0070863', 'GO:0061092', 'GO:0045332', 'GO:0015917', 'GO:0010976']","['GO:0030658', 'GO:0031902', 'GO:1990531', 'GO:0035579', 'GO:0016324', 'GO:0005794', 'GO:0031901', 'GO:0005886', 'GO:0016020', 'GO:0035577', 'GO:0005783']","['GO:0005198', 'GO:0015247']"
TMPRSS11B,['GO:0006508'],"['GO:0005886', 'GO:0070062']","['GO:0008236', 'GO:0004252']"
TMUB1,['GO:0036503'],"['GO:0005813', 'GO:0045211', 'GO:0055037', 'GO:0005730']",[]
TNF,"['GO:1904999', 'GO:0010744', 'GO:0010459', 'GO:0097527', 'GO:1902065', 'GO:0048661', 'GO:0002037', 'GO:0043406', 'GO:0045471', 'GO:0060664', 'GO:0097191', 'GO:0043068', 'GO:0051044', 'GO:0032715', 'GO:1904646', 'GO:0043242', 'GO:0072577', 'GO:0048143', 'GO:0001666', 'GO:0060693', 'GO:0007254', 'GO:0043491', 'GO:0000122', 'GO:0050966', 'GO:0031642', 'GO:0061048', 'GO:0071803', 'GO:1904707', 'GO:0010628', 'GO:1902895', 'GO:0150078', 'GO:2001234', 'GO:0030198', 'GO:0071300', 'GO:0071222', 'GO:0045760', 'GO:0045785', 'GO:1990268', 'GO:2000343', 'GO:0071346', 'GO:0030316', 'GO:0097421', 'GO:0070374', 'GO:0042311', 'GO:0009410', 'GO:0003009', 'GO:0090594', 'GO:0071677', 'GO:0010888', 'GO:0051798', 'GO:0001934', 'GO:0001819', 'GO:0150129', 'GO:0010629', 'GO:0031622', 'GO:0043124', 'GO:0032757', 'GO:0072659', 'GO:0009750', 'GO:0071316', 'GO:0045840', 'GO:0001937', 'GO:1903078', 'GO:0046330', 'GO:1900222', 'GO:0003085', 'GO:0036005', 'GO:0150103', 'GO:0031334', 'GO:1903140', 'GO:0032729', 'GO:2000334', 'GO:0051222', 'GO:0045598', 'GO:0008630', 'GO:0045429', 'GO:0001975', 'GO:0043243', 'GO:1900017', 'GO:0045071', 'GO:0051897', 'GO:0046677', 'GO:2000573', 'GO:0002639', 'GO:0071230', 'GO:0009615', 'GO:0006959', 'GO:0046325', 'GO:0050807', 'GO:0051966', 'GO:0014823', 'GO:0008625', 'GO:0035900', 'GO:0002281', 'GO:0009651', 'GO:2000347', 'GO:0097237', 'GO:0034116', 'GO:0050806', 'GO:2000377', 'GO:1904638', 'GO:0043123', 'GO:1904880', 'GO:0010573', 'GO:0043065', 'GO:0006954', 'GO:0006955', 'GO:0001774', 'GO:0007623', 'GO:0045732', 'GO:0050890', 'GO:2001238', 'GO:0050768', 'GO:0071479', 'GO:0045672', 'GO:2000351', 'GO:0090324', 'GO:0007259', 'GO:1901647', 'GO:0050796', 'GO:1903347', 'GO:1905235', 'GO:0060252', 'GO:0045662', 'GO:2000010', 'GO:0043410', 'GO:0045893', 'GO:0051384', 'GO:0000209', 'GO:0043525', 'GO:0061044', 'GO:0045892', 'GO:1904996', 'GO:0002439', 'GO:0140460', 'GO:0050729', 'GO:0043537', 'GO:0050901', 'GO:0002719', 'GO:0033209', 'GO:1902565', 'GO:0050995', 'GO:0034138', 'GO:0006006', 'GO:0140374', 'GO:0032755', 'GO:0048566', 'GO:0007249', 'GO:0032724', 'GO:0032731', 'GO:0070886', 'GO:0050830', 'GO:2001240', 'GO:0032722', 'GO:0060557', 'GO:0045930', 'GO:0045599', 'GO:1905242', 'GO:0120190', 'GO:0043122', 'GO:0043507', 'GO:0045944', 'GO:0048255', 'GO:0019722', 'GO:1902894', 'GO:0032741', 'GO:1902004', 'GO:0045668', 'GO:0051402', 'GO:0031667', 'GO:1901224']","['GO:0005886', 'GO:0055037', 'GO:0001891', 'GO:0009897', 'GO:0043025', 'GO:0045121', 'GO:0005576', 'GO:0009986']","['GO:0038177', 'GO:0005164', 'GO:0005125', 'GO:0002020', 'GO:0042802', 'GO:0048018', 'GO:0000976', 'GO:0140072']"
TOP2A,"['GO:0042752', 'GO:0048511', 'GO:0045870', 'GO:0030263', 'GO:0040016', 'GO:0000819', 'GO:0006325', 'GO:0002244', 'GO:0006974', 'GO:0043065', 'GO:0045944', 'GO:0006265', 'GO:0007059', 'GO:0007143', 'GO:0000712']","['GO:0032991', 'GO:0009330', 'GO:0001673', 'GO:1990904', 'GO:0000775', 'GO:0005737', 'GO:0005634', 'GO:0000793', 'GO:0005730', 'GO:0005654']","['GO:0046982', 'GO:0043130', 'GO:0005524', 'GO:0042803', 'GO:0003682', 'GO:0005080', 'GO:0003723', 'GO:0003918', 'GO:0008094', 'GO:0003677', 'GO:0000287', 'GO:0008301']"
TOP2B,"['GO:0090398', 'GO:0001764', 'GO:0045870', 'GO:0007409', 'GO:0030183', 'GO:0000819', 'GO:0030900', 'GO:0070301', 'GO:2001034', 'GO:0006265', 'GO:0071318', 'GO:0000712']","['GO:1990904', 'GO:0005829', 'GO:0005634', 'GO:0005730', 'GO:0005654']","['GO:0005524', 'GO:0003682', 'GO:0003918', 'GO:0003677', 'GO:0043021', 'GO:0046872']"
TP53,"['GO:2000774', 'GO:0035264', 'GO:0060218', 'GO:0071456', 'GO:1905856', 'GO:0060411', 'GO:0009303', 'GO:0016032', 'GO:0006983', 'GO:0006974', 'GO:0006357', 'GO:0030330', 'GO:0009299', 'GO:0045815', 'GO:0007369', 'GO:0060253', 'GO:2000378', 'GO:0000122', 'GO:1902108', 'GO:0071494', 'GO:0043504', 'GO:0006289', 'GO:0010628', 'GO:1902895', 'GO:0090399', 'GO:0002931', 'GO:0008104', 'GO:0035794', 'GO:0007405', 'GO:0065003', 'GO:0007179', 'GO:0048512', 'GO:0010332', 'GO:0070245', 'GO:0010659', 'GO:0002309', 'GO:2001244', 'GO:0043153', 'GO:0045861', 'GO:0030512', 'GO:1903451', 'GO:0007265', 'GO:0071480', 'GO:0000423', 'GO:0034644', 'GO:0006914', 'GO:0007406', 'GO:0048539', 'GO:0043516', 'GO:0072593', 'GO:0014009', 'GO:0042771', 'GO:0010165', 'GO:0090398', 'GO:0001701', 'GO:0060333', 'GO:0046677', 'GO:0050821', 'GO:0002360', 'GO:0051262', 'GO:0043066', 'GO:0006355', 'GO:0009651', 'GO:0071466', 'GO:0008156', 'GO:2000647', 'GO:0090403', 'GO:0043065', 'GO:1990144', 'GO:0048147', 'GO:0097193', 'GO:0062100', 'GO:0002326', 'GO:0070242', 'GO:2000269', 'GO:0090200', 'GO:0001756', 'GO:0006606', 'GO:0048568', 'GO:0071479', 'GO:0070266', 'GO:0008340', 'GO:0010666', 'GO:0051276', 'GO:0048144', 'GO:0072717', 'GO:0072331', 'GO:0042981', 'GO:0042149', 'GO:0051726', 'GO:0051097', 'GO:0045893', 'GO:0072089', 'GO:0043525', 'GO:0045892', 'GO:0021549', 'GO:0072332', 'GO:2000379', 'GO:0034103', 'GO:0045899', 'GO:0033209', 'GO:0001836', 'GO:0097252', 'GO:0006302', 'GO:0002244', 'GO:0033077', 'GO:1902749', 'GO:1903799', 'GO:0008285', 'GO:0030308', 'GO:0045944', 'GO:0031571', 'GO:1901525', 'GO:0032211', 'GO:0051402', 'GO:0070059', 'GO:1900119']","['GO:0005813', 'GO:0005667', 'GO:0035861', 'GO:0000785', 'GO:0005634', 'GO:0032991', 'GO:0016605', 'GO:0005657', 'GO:0005783', 'GO:0005759', 'GO:0005829', 'GO:0005737', 'GO:0017053', 'GO:0005739', 'GO:0005730', 'GO:0005654', 'GO:0016363']","['GO:0046982', 'GO:0019899', 'GO:0071889', 'GO:0036310', 'GO:0097718', 'GO:0051721', 'GO:0001223', 'GO:0030971', 'GO:0008270', 'GO:0001046', 'GO:0042826', 'GO:0061629', 'GO:0000981', 'GO:0051087', 'GO:0002020', 'GO:0003682', 'GO:0001228', 'GO:0003677', 'GO:0001094', 'GO:0042802', 'GO:0005507', 'GO:0003700', 'GO:0097371', 'GO:0031625', 'GO:0140677', 'GO:0000976', 'GO:0000987', 'GO:0140693', 'GO:1990841', 'GO:0035033', 'GO:0000978', 'GO:0001227', 'GO:0140296', 'GO:0002039', 'GO:0003730']"
TPI1,"['GO:0019242', 'GO:0046166', 'GO:0019563', 'GO:0061621', 'GO:0006094', 'GO:0006096']","['GO:0005829', 'GO:0005634', 'GO:0070062']","['GO:0004807', 'GO:0031625', 'GO:0042803', 'GO:0008929']"
TRAPPC12,"['GO:0048208', 'GO:0007030', 'GO:1905342', 'GO:0090234', 'GO:0006888', 'GO:0099022', 'GO:0051310']","['GO:0000776', 'GO:0005654', 'GO:0005793', 'GO:0005794', 'GO:0005737', 'GO:1990072', 'GO:0005829', 'GO:0030008', 'GO:0005634']",[]
TRAPPC13,"['GO:0006901', 'GO:0099022', 'GO:0006888']","['GO:1990071', 'GO:1990072', 'GO:0005737', 'GO:0005829']",[]
TRAPPC5,"['GO:0048208', 'GO:0006901', 'GO:0099022', 'GO:0006888']","['GO:1990071', 'GO:1990070', 'GO:0005737', 'GO:1990072', 'GO:0005829', 'GO:0030008', 'GO:0005783']",[]
TRIB1,"['GO:0048662', 'GO:0046329', 'GO:0014912', 'GO:0045659', 'GO:0032436', 'GO:0043409', 'GO:0045651', 'GO:0000122', 'GO:0031665', 'GO:0045645', 'GO:0043405', 'GO:0032496']","['GO:0005829', 'GO:0005737', 'GO:0005634']","['GO:0031625', 'GO:0031434', 'GO:0019901', 'GO:0061629', 'GO:0004860', 'GO:0140416', 'GO:0055106']"
TRIM2,"['GO:0043161', 'GO:0043523', 'GO:1990830', 'GO:0000209']",['GO:0005737'],"['GO:0061630', 'GO:0008270', 'GO:0004842']"
TRIM33,"['GO:0045892', 'GO:0016567', 'GO:0030514', 'GO:0017015', 'GO:0000122']","['GO:0005654', 'GO:0000785', 'GO:0005634']","['GO:0003677', 'GO:0061630', 'GO:0070412', 'GO:0070410', 'GO:0008270', 'GO:0004842']"
TRIM67,"['GO:2000060', 'GO:0046580', 'GO:0032880', 'GO:0010976']","['GO:0005856', 'GO:0005737']",['GO:0008270']
TRIT1,"['GO:0006400', 'GO:0070900']","['GO:0005739', 'GO:0005759']","['GO:0052381', 'GO:0008270', 'GO:0005524', 'GO:0003676']"
TST,"['GO:0051029', 'GO:0030855', 'GO:0035928', 'GO:0000098', 'GO:0009440']","['GO:0005739', 'GO:0005759']","['GO:0008097', 'GO:0016784', 'GO:0004792']"
UBC,"['GO:0016567', 'GO:0019941']","['GO:0005654', 'GO:0030666', 'GO:0005789', 'GO:0010008', 'GO:0005741', 'GO:0005737', 'GO:0031982', 'GO:0005829', 'GO:0005886', 'GO:0005634', 'GO:0070062']","['GO:0031386', 'GO:0031625', 'GO:0003723']"
UBE2G2,"['GO:0070936', 'GO:0036503', 'GO:1904153', 'GO:0035458', 'GO:0006511', 'GO:0000209']","['GO:0005811', 'GO:0005829', 'GO:0005783']","['GO:0042802', 'GO:0004842', 'GO:0005524', 'GO:0061631']"
UBIAD1,"['GO:0042371', 'GO:0009234', 'GO:0006744', 'GO:0042373']","['GO:0031966', 'GO:0005789', 'GO:0000139', 'GO:0005737', 'GO:0005634', 'GO:0016020', 'GO:0005783']","['GO:0008412', 'GO:0016209', 'GO:0004659', 'GO:0120566']"
UCP1,"['GO:1903426', 'GO:0032870', 'GO:0009409', 'GO:1903495', 'GO:0050873', 'GO:1902600', 'GO:0006357', 'GO:0071398', 'GO:0034614', 'GO:0002024', 'GO:0070417', 'GO:0009266', 'GO:0120162', 'GO:1990542', 'GO:0031667', 'GO:1990845']","['GO:0005739', 'GO:0005743']","['GO:0022857', 'GO:0017077', 'GO:0019003', 'GO:0032555', 'GO:1901612', 'GO:0036041', 'GO:0015078', 'GO:0005525']"
UCP2,"['GO:0071284', 'GO:0110099', 'GO:0009409', 'GO:0097421', 'GO:0000303', 'GO:0061179', 'GO:0043524', 'GO:0006096', 'GO:0071333', 'GO:0071548', 'GO:0070542', 'GO:0006541', 'GO:1902600', 'GO:0032869', 'GO:0051881', 'GO:0001666', 'GO:0015909', 'GO:0000266', 'GO:0120162', 'GO:1990542', 'GO:0015740', 'GO:0034198', 'GO:0030225', 'GO:1990845', 'GO:0072593']","['GO:0005739', 'GO:0005743']","['GO:0017077', 'GO:0015183', 'GO:0015131', 'GO:0008271', 'GO:0042803', 'GO:0015108', 'GO:0019003', 'GO:0015140', 'GO:0015297', 'GO:0015078', 'GO:0140787']"
UFD1,"['GO:0043161', 'GO:0001501', 'GO:0036503', 'GO:0030970', 'GO:0071218', 'GO:0039536', 'GO:0006511', 'GO:0032480']","['GO:0005654', 'GO:0036501', 'GO:0034098', 'GO:0005829', 'GO:0005634']","['GO:0031593', 'GO:0036435', 'GO:0004843']"
UGCG,"['GO:1903575', 'GO:0006688', 'GO:0048666', 'GO:0009966', 'GO:0061436', 'GO:0030216', 'GO:0006497', 'GO:0098856', 'GO:0033210', 'GO:0008544', 'GO:0030154', 'GO:0006679']","['GO:0000139', 'GO:0016020']",['GO:0008120']
UNC93B1,"['GO:0002224', 'GO:0000902', 'GO:0019886', 'GO:0002457', 'GO:0045087', 'GO:0034138', 'GO:0051607', 'GO:0034154', 'GO:0032755', 'GO:0034162', 'GO:0032735', 'GO:0006886']","['GO:0005768', 'GO:0005764', 'GO:0005789', 'GO:0000139', 'GO:0032009', 'GO:0005783']",['GO:0035325']
UNK,"['GO:2000766', 'GO:0001701', 'GO:0001764', 'GO:0048667']",['GO:0005737'],"['GO:1990715', 'GO:0008270', 'GO:0043022', 'GO:0003723']"
USP20,"['GO:0016579', 'GO:0010508', 'GO:0043124', 'GO:0140374', 'GO:0006897', 'GO:0008277', 'GO:0070536', 'GO:0007399', 'GO:0071108', 'GO:0006508']","['GO:0005813', 'GO:0005829', 'GO:0005737', 'GO:0048471', 'GO:0005783']","['GO:0008270', 'GO:0004843', 'GO:0001664', 'GO:0004197']"
VCAM1,"['GO:0035924', 'GO:0009308', 'GO:0010212', 'GO:0034113', 'GO:0060945', 'GO:0007584', 'GO:0007155', 'GO:0071356', 'GO:0060326', 'GO:0030183', 'GO:0050901', 'GO:0045471', 'GO:0002544', 'GO:1904646', 'GO:0060384', 'GO:0033631', 'GO:0006954', 'GO:0007159', 'GO:0010043', 'GO:0007157', 'GO:0001666', 'GO:0042102', 'GO:0022614', 'GO:0035094', 'GO:0007160', 'GO:0032496']","['GO:0071065', 'GO:0009986', 'GO:0070062', 'GO:0005783', 'GO:0030175', 'GO:0005794', 'GO:0005886', 'GO:0042383', 'GO:0045177', 'GO:0005769', 'GO:0002102', 'GO:0009897', 'GO:0005902']","['GO:0005178', 'GO:0098631', 'GO:0050839', 'GO:0008131']"
VCP,"['GO:0036297', 'GO:0045879', 'GO:0043161', 'GO:0030970', 'GO:0120186', 'GO:0070842', 'GO:0006888', 'GO:0006974', 'GO:0036503', 'GO:0019674', 'GO:0072389', 'GO:2001171', 'GO:0035331', 'GO:1903715', 'GO:0035617', 'GO:1903006', 'GO:0006281', 'GO:0019079', 'GO:0045184', 'GO:0061857', 'GO:0006511', 'GO:0031334', 'GO:1903862', 'GO:0006914', 'GO:0016236', 'GO:0090263', 'GO:0050807', 'GO:0010498', 'GO:0106300', 'GO:0030968', 'GO:0097352', 'GO:0032436', 'GO:0034605', 'GO:0016567', 'GO:0045732', 'GO:0010918', 'GO:0046034', 'GO:0042981', 'GO:0032510', 'GO:0006302', 'GO:0019985', 'GO:0051228', 'GO:1905634', 'GO:1903843', 'GO:1901224', 'GO:0071218', 'GO:0140455']","['GO:0097542', 'GO:0043231', 'GO:0036064', 'GO:0005789', 'GO:0034098', 'GO:0035578', 'GO:0010494', 'GO:0035861', 'GO:1904813', 'GO:0070062', 'GO:0005634', 'GO:0000153', 'GO:1990730', 'GO:0036513', 'GO:0032991', 'GO:1904949', 'GO:0098978', 'GO:0005783', 'GO:0005576', 'GO:0000502', 'GO:0005829', 'GO:0035869', 'GO:0005737', 'GO:0034774', 'GO:0048471', 'GO:0005654', 'GO:0005811']","['GO:0003723', 'GO:0044389', 'GO:0005524', 'GO:0043531', 'GO:0016887', 'GO:1990381', 'GO:0036435', 'GO:0019904', 'GO:1904288', 'GO:0042802', 'GO:0019903', 'GO:0031625', 'GO:0031593', 'GO:0140036', 'GO:0035800', 'GO:0042288', 'GO:0008289']"
VIPR1,"['GO:0007189', 'GO:0007188', 'GO:0007186', 'GO:0007187', 'GO:0007166', 'GO:0008284']","['GO:0043235', 'GO:0005886']","['GO:0008528', 'GO:0017046', 'GO:0004999', 'GO:0001634']"
VIPR2,"['GO:0007189', 'GO:0007188', 'GO:0007165', 'GO:0007267', 'GO:0007166']",['GO:0005886'],"['GO:0008528', 'GO:0017046', 'GO:0004999', 'GO:0004930', 'GO:0001634']"
